lang_name	keep_rows
okv_Latn	103
tih_Latn	88
zos_Latn	104
llg_Latn	101
gmv_Ethi	95
kyf_Latn	96
mhx_Latn	94
mvp_Latn	88
naf_Latn	90
ino_Latn	93
dng_Cyrl	93
mnk_Latn	87
oke_Latn	85
omw_Latn	92
tnk_Latn	91
xtd_Latn	95
agt_Latn	87
cbr_Latn	90
eko_Latn	97
nhk_Latn	83
hot_Latn	91
iou_Latn	93
mpm_Latn	87
myx_Latn	89
ndh_Latn	93
pbb_Latn	95
rng_Latn	94
cri_Latn	74
bvd_Latn	88
kmz_Latn	89
cta_Latn	80
blw_Latn	81
clu_Latn	86
cof_Latn	92
kje_Latn	92
nmf_Latn	88
kbh_Latn	85
qxn_Latn	90
ria_Latn	81
wed_Latn	86
zar_Latn	81
huv_Latn	82
lsi_Latn	73
msk_Latn	88
nbq_Latn	81
ati_Latn	79
lww_Latn	87
yva_Latn	78
amr_Latn	84
lmk_Latn	77
tim_Latn	74
bbb_Latn	76
bzd_Latn	80
djr_Latn	86
kwf_Latn	77
nuy_Latn	83
poi_Latn	80
ptp_Latn	85
atd_Latn	73
bps_Latn	79
lcm_Latn	72
mbh_Latn	72
nuj_Latn	71
ayp_Arab	77
cwe_Latn	76
geb_Latn	72
aoi_Latn	74
mto_Latn	68
cbi_Latn	80
gvn_Latn	79
kqf_Latn	72
rkb_Latn	71
xed_Latn	73
zas_Latn	71
apz_Latn	67
cpb_Latn	73
ese_Latn	72
gdg_Latn	71
iws_Latn	70
apu_Latn	68
cag_Latn	78
kdc_Latn	75
nou_Latn	68
too_Latn	76
xmm_Latn	64
beq_Latn	65
hnn_Latn	72
myk_Latn	69
sby_Latn	77
arl_Latn	65
ncu_Latn	65
rml_Latn	71
gam_Latn	76
kvn_Latn	73
mbc_Latn	73
mfy_Latn	73
urt_Latn	69
luc_Latn	68
mio_Latn	68
snn_Latn	70
tar_Latn	69
tku_Latn	72
upv_Latn	73
kjg_Laoo	68
btd_Latn	71
cut_Latn	61
mwn_Latn	72
tue_Latn	69
adz_Latn	67
kyg_Latn	66
rel_Latn	63
tew_Latn	62
ttc_Latn	69
nkf_Latn	54
yrb_Latn	65
fub_Latn	63
nsm_Latn	62
nyf_Latn	66
ava_Latn	64
bkd_Latn	63
cpc_Latn	65
lif_Limb	59
mwc_Latn	68
gan_Latn	62
apw_Latn	61
azz_Latn	52
zpo_Latn	54
ace_Arab	57
faa_Latn	60
ood_Latn	55
toc_Latn	63
wmt_Latn	62
ajg_Latn	53
nko_Latn	63
ssd_Latn	59
sxb_Latn	60
zxx_Latn	57
not_Latn	57
amk_Latn	59
hch_Latn	58
kqc_Latn	62
aui_Latn	55
llb_Latn	45
avt_Latn	52
kaq_Latn	61
tna_Latn	57
zpt_Latn	55
mnw_Latn	52
bwd_Latn	58
lif_Deva	57
stn_Latn	53
crk_Latn	53
kgk_Latn	59
mck_Latn	48
bhg_Latn	57
ifu_Latn	51
kkl_Latn	55
zao_Latn	53
huu_Latn	52
sil_Latn	45
trq_Latn	50
tuf_Latn	53
wnu_Latn	56
amf_Latn	51
fan_Latn	45
zdj_Latn	47
bco_Latn	45
kdl_Latn	47
lln_Latn	50
mit_Latn	48
yaq_Latn	52
ake_Latn	47
ige_Latn	51
mna_Latn	44
nhx_Latn	50
njn_Latn	49
wba_Latn	52
zaa_Latn	46
lez_Latn	51
syb_Latn	49
qxo_Latn	51
rgu_Latn	50
wiu_Latn	40
bla_Latn	50
etr_Latn	44
miy_Latn	44
mjc_Latn	47
nif_Latn	46
pov_Latn	47
qxl_Latn	44
sey_Latn	48
bxh_Latn	45
ddg_Latn	35
mks_Latn	39
nki_Latn	45
pot_Latn	48
prf_Latn	46
hra_Latn	47
law_Latn	47
plw_Latn	44
zpi_Latn	36
atg_Latn	45
daf_Latn	46
drg_Latn	44
dru_Latn	42
ngp_Latn	44
boa_Latn	37
cbt_Latn	47
dhm_Latn	42
ikw_Latn	44
kqe_Latn	43
lbj_Tibt	47
loq_Latn	43
xsb_Latn	41
yad_Latn	44
kyu_Latn	43
mcb_Latn	43
tks_Arab	42
cnl_Latn	42
far_Latn	45
miz_Latn	42
maj_Latn	42
mgm_Latn	38
mib_Latn	43
mza_Latn	42
nhr_Latn	39
smt_Latn	40
ish_Latn	34
mlu_Latn	43
yka_Latn	41
anv_Latn	40
ign_Latn	37
mir_Latn	40
tav_Latn	42
gyr_Latn	36
klt_Latn	35
apn_Latn	36
wbm_Latn	34
cjk_Latn	34
dln_Latn	34
mcf_Latn	40
twx_Latn	35
ldi_Latn	32
poy_Latn	31
yaa_Latn	37
zae_Latn	35
bdq_Latn	32
con_Latn	36
dnw_Latn	32
gah_Latn	33
lcp_Thai	34
mbj_Latn	34
xog_Latn	30
yan_Latn	36
sdq_Latn	32
sgh_Cyrl	33
gwi_Latn	32
lbk_Latn	32
ses_Latn	33
ycn_Latn	32
kau_Latn	29
hix_Latn	31
mig_Latn	24
mlh_Latn	30
aer_Latn	33
amx_Latn	31
auc_Latn	26
cly_Latn	28
dsh_Latn	28
gnb_Latn	27
neb_Latn	29
ttt_Cyrl	26
jic_Latn	31
xtm_Latn	29
tll_Latn	27
apt_Latn	26
kgr_Latn	27
pio_Latn	31
pmf_Latn	32
yrk_Latn	22
akh_Latn	26
box_Latn	29
cub_Latn	24
cux_Latn	28
mrq_Latn	26
inh_Latn	20
bsp_Latn	26
for_Latn	27
kny_Latn	24
uri_Latn	26
zsr_Latn	27
pce_Mymr	27
cme_Latn	27
cot_Latn	27
kxw_Latn	24
omb_Latn	23
srq_Latn	26
vag_Latn	28
cpu_Latn	24
kmy_Latn	25
ksc_Latn	27
lai_Latn	28
nnp_Latn	22
ruf_Latn	23
spm_Latn	25
tro_Latn	24
ttj_Latn	26
waj_Latn	24
raj_Deva	26
ian_Latn	23
ivb_Latn	26
kmm_Latn	22
kzf_Latn	21
maw_Latn	22
tuv_Latn	22
whk_Latn	24
zsm_Arab	24
aph_Deva	24
anm_Latn	26
mny_Latn	23
bug_Bugi	24
trp_Latn	22
are_Latn	19
esi_Latn	24
mhi_Latn	22
obo_Latn	18
bwu_Latn	21
lwo_Latn	23
mrg_Latn	22
old_Latn	21
zav_Latn	23
snk_Latn	20
daa_Latn	19
fuq_Latn	21
lud_Latn	17
nlg_Latn	16
sck_Deva	14
tbl_Latn	20
khb_Talu	18
tpu_Khmr	20
fue_Latn	21
tmd_Latn	18
whg_Latn	14
blt_Latn	19
gqr_Latn	20
kub_Latn	20
ots_Latn	14
tpp_Latn	17
var_Latn	15
hbb_Latn	18
krr_Khmr	17
zxx_Zyyy	17
alj_Latn	16
ebk_Latn	21
goa_Latn	15
hav_Latn	22
kmk_Latn	17
kqo_Latn	19
muy_Latn	20
njb_Latn	18
snw_Latn	19
wib_Latn	19
shn_Latn	19
tkr_Latn	14
ksp_Latn	19
lip_Latn	17
mog_Latn	18
nla_Latn	19
pss_Latn	17
zad_Latn	17
awi_Latn	15
frd_Latn	15
kei_Latn	17
kmd_Latn	12
mim_Latn	16
got_Latn	15
lbe_Latn	16
adi_Latn	16
any_Latn	16
arp_Latn	19
biu_Latn	16
bvc_Latn	18
ghs_Latn	14
ttq_Latn	16
vmk_Latn	13
zpj_Latn	14
crl_Cans	12
dtb_Latn	11
dug_Latn	16
kam_Latn	16
nmo_Latn	17
qva_Latn	16
rhg_Latn	16
taw_Latn	13
tui_Latn	12
uth_Latn	16
wap_Latn	14
zpg_Latn	15
brb_Khmr	14
dty_Latn	14
syr_Latn	16
bih_Arab	13
bqj_Latn	12
cjv_Latn	14
cnw_Latn	12
kgf_Latn	14
mfh_Latn	11
mns_Cyrl	13
nnw_Latn	13
ntp_Latn	15
oto_Latn	16
dks_Latn	14
mpt_Latn	13
nmw_Latn	12
sba_Latn	12
sfw_Latn	13
shu_Arab	12
ury_Latn	12
yrl_Latn	15
arc_Latn	10
cmo_Khmr	12
xkg_Latn	12
iqw_Latn	12
kpj_Latn	11
nfa_Latn	12
nph_Latn	13
nre_Latn	12
wsg_Telu	13
xsu_Latn	10
nut_Latn	12
bmk_Latn	12
cdf_Latn	13
enl_Latn	12
fuv_Arab	13
hop_Latn	10
ife_Latn	12
lnd_Latn	11
mrv_Latn	13
nzm_Latn	11
tem_Latn	11
dwr_Ethi	13
gwc_Arab	10
udi_Cyrl	8
zha_Hani	9
ajz_Latn	11
kru_Deva	11
qvo_Latn	10
sld_Latn	11
yup_Latn	11
anp_Latn	10
kwu_Latn	11
szy_Hani	8
tdg_Deva	9
ade_Latn	8
bcw_Latn	10
bgz_Latn	11
cul_Latn	9
fmu_Deva	10
gvc_Latn	11
ktj_Latn	12
lis_Lisu	6
mev_Latn	10
msc_Latn	11
mta_Latn	10
nbc_Latn	8
ncq_Laoo	9
way_Latn	11
wlv_Latn	10
wlx_Latn	10
jmx_Latn	9
pli_Latn	12
tkr_Cyrl	9
wni_Latn	11
aim_Latn	9
byv_Latn	11
cgg_Latn	9
fud_Latn	9
jmc_Latn	9
ker_Latn	10
kia_Latn	10
lom_Latn	10
ojb_Latn	10
tnc_Latn	10
bwx_Latn	7
cre_Cans	7
skr_Latn	7
xal_Latn	8
gjn_Latn	7
guq_Latn	9
lap_Latn	7
mip_Latn	10
mkl_Latn	9
mtg_Latn	7
mzk_Latn	6
njm_Latn	8
nse_Latn	10
pne_Latn	9
pww_Thai	8
zam_Latn	5
zca_Latn	8
the_Deva	9
dis_Latn	4
lgl_Latn	9
mbd_Latn	6
mda_Latn	9
mhy_Latn	7
nst_Latn	8
pkb_Latn	9
pmq_Latn	6
poe_Latn	9
swk_Latn	7
trs_Latn	8
vot_Latn	8
yam_Latn	9
zpq_Latn	5
atq_Latn	4
bav_Latn	6
cho_Latn	7
chq_Latn	8
cjo_Latn	7
due_Latn	7
duo_Latn	6
etu_Latn	6
ifa_Latn	5
kby_Latn	7
khq_Latn	7
kno_Latn	6
lem_Latn	8
mcn_Latn	6
mkz_Latn	7
mnb_Latn	7
myb_Latn	7
niy_Latn	7
pxm_Latn	7
rub_Latn	6
sju_Latn	8
tmc_Latn	7
tpm_Latn	7
wob_Latn	7
nxa_Latn	5
pnt_Latn	7
sdk_Latn	7
tcy_Latn	6
bhz_Latn	5
bth_Latn	7
crj_Cans	7
eka_Latn	5
khy_Latn	5
led_Latn	6
met_Latn	7
mgo_Latn	6
mus_Latn	4
mzm_Latn	6
naw_Latn	6
sri_Latn	5
tbk_Latn	7
xbr_Latn	6
awa_Latn	4
tnl_Latn	6
tnn_Latn	6
awb_Latn	6
bsc_Latn	4
iri_Latn	5
kpq_Latn	5
ktm_Latn	4
loe_Latn	6
lun_Latn	6
mfg_Latn	5
moa_Latn	5
ndj_Latn	5
otn_Latn	6
sjo_Mong	4
wat_Latn	6
bkm_Latn	6
tuz_Latn	5
ybi_Deva	5
gbr_Latn	5
gej_Latn	4
giz_Latn	4
gna_Latn	4
gwr_Latn	5
kex_Deva	6
kle_Deva	5
knx_Latn	6
ktz_Latn	6
kvj_Latn	5
lob_Latn	4
mhw_Latn	5
mph_Latn	4
pmx_Latn	4
qus_Latn	4
tcc_Latn	5
ang_Runr	4
azn_Latn	5
bra_Deva	6
gal_Latn	4
jra_Khmr	6
nlv_Latn	4
rki_Latn	4
stk_Latn	6
yux_Cyrl	4
dip_Latn	5
ivv_Latn	5
kdj_Latn	4
kff_Telu	4
kyu_Kali	4
mnf_Latn	5
moc_Latn	4
mpg_Latn	3
mua_Latn	4
nma_Latn	4
rim_Latn	5
rjs_Deva	4
rnl_Latn	5
ssx_Latn	4
tig_Ethi	4
urw_Latn	4
idt_Latn	4
mrn_Latn	4
oki_Latn	4
bbk_Latn	5
bea_Latn	4
bkq_Latn	2
btt_Latn	3
cou_Latn	3
ddn_Latn	4
did_Latn	4
diu_Latn	4
ilb_Latn	3
ksj_Latn	4
lhi_Latn	4
ndi_Latn	4
ngb_Latn	4
njz_Latn	4
nmz_Latn	3
npo_Latn	4
nwb_Latn	4
pbi_Latn	4
sbd_Latn	3
soe_Latn	3
tpw_Latn	3
twb_Latn	4
bfn_Latn	5
boz_Latn	3
lwl_Thai	3
psp_Latn	4
sgd_Latn	4
ymp_Latn	4
bkl_Latn	4
bkv_Latn	4
csk_Latn	4
enx_Latn	3
ess_Latn	3
gof_Ethi	2
gud_Latn	3
guu_Latn	3
kdh_Latn	3
krx_Latn	3
kzn_Latn	4
maf_Latn	3
max_Latn	3
mgc_Latn	3
mvn_Latn	4
mwm_Latn	3
nbe_Latn	4
nlc_Latn	4
nxd_Latn	4
pse_Latn	4
sbs_Latn	3
tlb_Latn	3
wwa_Latn	3
yim_Latn	3
bkx_Latn	4
bze_Latn	3
chu_Latn	3
kbq_Latn	4
kpy_Armn	4
mry_Latn	3
tkd_Latn	4
ybh_Deva	4
abi_Latn	2
ayo_Latn	3
bex_Latn	3
bom_Latn	3
bov_Latn	3
dhg_Latn	3
jaa_Latn	2
kqs_Latn	3
kqy_Ethi	2
ksb_Latn	2
ldn_Latn	3
log_Latn	3
lol_Latn	3
mfk_Latn	3
mtj_Latn	3
ndz_Latn	3
ngc_Latn	3
nio_Cyrl	3
nri_Latn	3
nuz_Latn	3
pps_Latn	3
shk_Latn	3
tlj_Latn	3
vut_Latn	3
xnn_Latn	3
bcc_Arab	3
cuh_Latn	3
emp_Cyrl	3
hro_Latn	3
nco_Latn	3
nxl_Latn	3
pex_Latn	3
tnp_Latn	3
trv_Hani	2
vif_Latn	3
aha_Latn	2
avn_Latn	2
bmv_Latn	2
chj_Latn	2
crt_Latn	2
dos_Latn	2
eto_Latn	2
gya_Latn	2
hlt_Latn	2
jun_Orya	2
ktb_Ethi	2
lgm_Latn	2
mnx_Latn	2
mor_Latn	2
mug_Latn	2
nng_Latn	2
nnh_Latn	2
nsa_Latn	2
nyk_Latn	2
otd_Latn	2
oym_Latn	2
phm_Latn	2
prq_Latn	2
saj_Latn	2
szb_Latn	2
tap_Latn	2
tnr_Latn	2
tzl_Latn	2
wew_Latn	2
yas_Latn	2
yuz_Latn	2
avk_Cyrl	2
bat_Cyrl	2
baw_Latn	2
bwt_Latn	2
bxa_Latn	2
cjs_Latn	2
csw_Cans	2
fli_Latn	2
kqr_Latn	2
lan_Latn	2
lgr_Latn	2
lhm_Deva	2
mlk_Latn	2
mve_Arab	2
nqo_Latn	2
odk_Arab	2
olo_Cyrl	2
otq_Arab	2
pea_Latn	2
saq_Latn	2
sea_Latn	2
sps_Latn	2
tio_Latn	2
yin_Latn	2
adl_Latn	1
agw_Latn	1
ald_Latn	1
asg_Latn	1
bnj_Latn	1
brx_Latn	1
bwi_Latn	1
bwq_Latn	1
dbq_Latn	1
dow_Latn	1
fad_Latn	1
hoc_Latn	1
kql_Latn	1
ksf_Latn	1
kyu_Mymr	1
lea_Latn	1
mse_Latn	1
mzl_Latn	1
nhd_Latn	1
nnl_Latn	1
nwx_Deva	1
pbc_Latn	1
pny_Latn	1
tul_Latn	1
aaa_Latn	1
abc_Latn	1
agq_Latn	1
ags_Latn	1
azo_Latn	1
bag_Latn	1
bax_Latn	1
bce_Latn	1
bfm_Latn	1
bgf_Latn	1
bhs_Latn	1
bkc_Latn	1
bkh_Latn	1
blk_Latn	1
bob_Latn	1
bqm_Latn	1
bri_Latn	1
brv_Laoo	1
buo_Latn	1
bya_Latn	1
chp_Cans	1
cim_Latn	1
clo_Latn	1
cuv_Latn	1
dag_Arab	1
dmg_Latn	1
dtr_Latn	1
eee_Thai	1
ekm_Latn	1
enc_Latn	1
fiu_Cyrl	1
gbj_Orya	1
gou_Latn	1
hao_Latn	1
hna_Latn	1
hre_Latn	1
isu_Latn	1
jgo_Latn	1
kbx_Latn	1
kvt_Latn	1
kxp_Arab	1
lfa_Latn	1
lkb_Latn	1
lns_Latn	1
loh_Latn	1
lrc_Latn	1
lts_Latn	1
luy_Latn	1
mdr_Latn	1
mfj_Latn	1
mgg_Latn	1
mgq_Latn	1
mle_Latn	1
mlw_Latn	1
mmu_Latn	1
mne_Latn	1
muv_Mlym	1
mxu_Latn	1
nge_Latn	1
ngn_Latn	1
njy_Latn	1
nsk_Cans	1
nsk_Latn	1
nwe_Latn	1
nza_Latn	1
pcg_Mlym	1
pdu_Latn	1
pnz_Latn	1
pwg_Latn	1
qaa_Latn	1
shi_Arab	1
smn_Cyrl	1
snk_Arab	1
snl_Latn	1
sox_Latn	1
ssn_Latn	1
syw_Deva	1
tay_Hani	1
tbj_Latn	1
tdb_Deva	1
thy_Thai	1
tnt_Latn	1
tom_Latn	1
tpl_Latn	1
tsb_Latn	1
tvs_Latn	1
udg_Mlym	1
unr_Orya	1
wbr_Deva	1
wms_Latn	1
wnk_Latn	1
wtk_Latn	1
xmd_Latn	1
xmg_Latn	1
xty_Latn	1
yav_Latn	1
yea_Mlym	1
zuh_Latn	1
