English_Name;Native_Name;Glottocode;near_ISO6393;639-3;639-2_B;639-2_T;639-1;Scope;Language_Type;#L1_Speakers
Afade;Afaɗə;afad1236;0;aal;0;0;0;I;L;Unknow
Pará Arára;Parirí;para1310;0;aap;0;0;0;I;L;Unknow
Afar;Qafar af;afar1241;0;aar;aar;aar;aa;I;L;2000000
Aka-Bea;Aka-Bea;0;0;abj;0;0;0;I;E;Unknow
Abon;Abõ;abon1238;0;abo;0;0;0;I;L;Unknow
Abaza;абаза бызшва;abaz1241;0;abq;0;0;0;I;L;10K-100K
Pal;Abasakur;pall1244;0;abw;0;0;0;I;L;Unknow
Aneme Wake;Abia;anem1248;0;aby;0;0;0;I;L;<10K
Abui; Abui tanga;abui1241;0;abz;0;0;0;I;L;10K-100K
Aka-Cari;Aka-Cari;0;0;aci;0;0;0;I;E;Unknow
Aka-Kora;Aka-Kora;0;0;ack;0;0;0;I;E;Unknow
Akar-Bale;Akar-Bale;0;0;acl;0;0;0;I;E;Unknow
Achang;Ngachang အာချန် / ငါချန်;0;0;acn;0;0;0;I;L;10K-100K
Achi;Achiʼ;achi1256;0;acr;0;0;0;I;L;10K-100K
Achumawi;ís siwa wó disi;achu1247;0;acv;0;0;0;I;L;Unknow
Adele;Gidire;adel1244;0;ade;0;0;0;I;L;10K-100K
Adonara;Adonara;adon1237;0;adr;0;0;0;I;L;Unknow
Adnyamathanha;yura ngarwala;adny1235;0;adt;0;0;0;I;L;Unknow
Adyghe;Адыгабзэ;adyg1241;0;ady;ady;ady;0;I;L;600000
Haeke;Haekic;haek1239;0;aek;0;0;0;I;L;Unknow
Aer;آیر;aerr1238;0;aeq;0;0;0;I;L;Unknow
Ambakich;Ambakich;amba1269;0;aew;0;0;0;I;L;Unknow
Amele;Sona;amel1241;0;aey;0;0;0;I;L;<10K
Andai;Meakambut;anda1283;0;afd;0;0;0;I;L;Unknow
Akrukay;Chini;0;0;afi;0;0;0;I;L;Unknow
Defaka;Défàkà;defa1248;0;afn;0;0;0;I;L;Unknow
Eloyi;Afu;0;0;afo;0;0;0;I;L;Unknow
Obokuitai;Aliki;obok1239;0;afz;0;0;0;I;L;Unknow
Agatu;North Idoma;agat1236;0;agc;0;0;0;I;L;10K-100K
Angal;Mendi;anga1293;0;age;0;0;0;I;L;Unknow
Angor;Senagi;ango1254;0;agg;0;0;0;I;L;<10K
Ngelima;Angba;ngel1238;0;agh;0;0;0;I;L;Unknow
Fembe;Agala;femb1238;0;agl;0;0;0;I;L;Unknow
Tainae;Ivori;tain1253;0;ago;0;0;0;I;L;<10K
Aghem;Yum;aghe1239;0;agq;0;0;0;I;L;10K-100K
Aguaruna;Awajún;agua1253;0;agr;0;0;0;I;L;10K-100K
Kahua;Anganiwai;kahu1241;0;agw;0;0;0;I;L;<10K
Aghul;агъул чӀал / ağul ҫ̇al;aghu1253;0;agx;0;0;0;I;L;10K-100K
Qimant;Kemantney;qima1242;0;ahg;0;0;0;I;L;Unknow
Ahom;Ahom;ahom1240;0;aho;0;0;0;I;E;Unknow
Ake;Aike;0;0;aik;0;0;0;I;L;Unknow
Aimele;Kware;aime1238;0;ail;0;0;0;I;L;Unknow
Aiton;(တႝ)ဢႝတွꩫ်;aito1238;0;aio;0;0;0;I;L;Unknow
Aka-Jeru;Aka-Jeru;0;0;akj;0;0;0;I;E;Unknow
Akkadian;𒀝𒅗𒁺𒌑 (Akkadû);akka1240;0;akk;akk;akk;0;I;A;Unknow
Aklanon;Akeanon / Binisaya nga Akeanon / Inakeanon;akla1240;0;akl;0;0;0;I;L;500000
Aka-Bo;Aka-Bo;0;0;akm;0;0;0;I;E;Unknow
Siwu;Siwusi;siwu1238;0;akp;0;0;0;I;L;10K-100K
Akhvakh; Ашвaлъи мицIи;akhv1239;0;akv;0;0;0;I;L;10K-100K
Aka-Kede;Aka-Kede;0;0;akx;0;0;0;I;E;Unknow
Aka-Kol;Aka-Kol;0;0;aky;0;0;0;I;E;Unknow
Alabama;Albaamo innaaɬiilka;alab1237;0;akz;0;0;0;I;L;<10K
Alago;Idoma Noku;alag1242;0;ala;0;0;0;I;L;400000
Aleut;Unangam Tunuu / Уна́ӈам тунуу́ or унаӈан умсуу;aleu1260;0;ale;ale;ale;0;I;L;<10K
Alege; Surname ;aleg1238;0;alf;0;0;0;I;L;Unknow
Algonquin;Anicinâbemowin;algo1255;0;alq;0;0;0;I;L;<10K
Southern Altai;тÿштÿк алтай тил / tüştük altay til;sout2694;0;alt;alt;alt;0;I;L;10K-100K
Alur;Lur;alur1250;0;alz;0;0;0;I;L;2000000
Yanesha';Yaneshac̈h/Yanešač̣;yane1238;0;ame;0;0;0;I;L;10K-100K
Amis;Amis or ami;amis1246;0;ami;0;0;0;I;L;100000
Amdang;sìmí amdangtí;amda1238;0;amj;0;0;0;I;L;Unknow
Guerrero Amuzgo;Ñomndaa;guer1243;0;amu;0;0;0;I;L;10K-100K
Ambelau;Bahasa Ambelau;ambe1248;0;amv;0;0;0;I;L;Unknow
Andaqui;Jirara;anda1286;0;ana;0;0;0;I;E;Unknow
Nend;Angaua;nend1239;0;anh;0;0;0;I;L;Unknow
Andi;къӀаваннаб мицӀцӀи qwavannab miċċi;andi1255;0;ani;0;0;0;I;L;Unknow
Obolo;Andoni;obol1243;0;ann;0;0;0;I;L;300000
Andoque;Andoké;ando1256;0;ano;0;0;0;I;L;Unknow
Denya; Anyah;deny1238;0;anv;0;0;0;I;L;10K-100K
Anyin;Anyi;anyi1245;0;any;0;0;0;I;L;1000000
Pemon; Ingarikó / Kapon;pemo1248;0;aoc;0;0;0;I;L;<10K
Angoram;Kanda;ango1255;0;aog;0;0;0;I;L;Unknow
Anindilyakwa;Amamalya Ayakwa;anin1240;0;aoi;0;0;0;I;L;<10K
Mufian;Southern Arapesh;mufi1238;0;aoj;0;0;0;I;L;10K-100K
Taikat;Arso;taik1255;0;aos;0;0;0;I;L;Unknow
Atorada;Atoraí;ator1244;0;aox;0;0;0;I;L;Unknow
Uab Meto;Uab Metô;uabm1237;0;aoz;0;0;0;I;L;800000
Apinayé;Panhĩ kapẽr;apin1244;0;apn;0;0;0;I;L;<10K
A-Pucikwar;A-Pucikwar;0;0;apq;0;0;0;I;L;Unknow
Apatani;tanw;apat1240;0;apt;0;0;0;I;L;Unknow
Western Apache;Ndee biyáti / Nnee biyáti ;west2615;0;apw;0;0;0;I;L;10K-100K
Safeyoka;Ampale;safe1240;0;apz;0;0;0;I;L;<10K
Archi;аршаттен чIат;arch1244;0;aqc;0;0;0;I;L;Unknow
Atohwaim;Amathamit / Athokhin / Kaugat / Yagamit;atoh1238;0;aqm;0;0;0;I;L;Unknow
Atakapa;Yukhiti;atak1252;0;aqp;0;0;0;I;E;Unknow
Angaité; Enenlhet;anga1316;0;aqt;0;0;0;I;L;Unknow
Aragonese;aragonés;arag1245;0;arg;arg;arg;an;I;L;10K-100K
Arhuaco;Ikʉ;arhu1242;0;arh;0;0;0;I;L;<10K
Arikara;Sáhniš;arik1262;0;ari;0;0;0;I;L;<10K
Arikapú;Maxubí;arik1265;0;ark;0;0;0;I;L;Unknow
Arabela; Tapweyokwaka;arab1268;0;arl;0;0;0;I;L;<10K
Arapaho;Hinónoʼeitíít;arap1274;0;arp;arp;arp;0;I;L;<10K
Arawak;Lokono;0;0;arw;arw;arw;0;I;L;Unknow
Assiniboine;Assiniboin / Hohe / Nakota / Nakoda / Nakon / Nakona / Stoney;assi1247;0;asb;0;0;0;I;L;<10K
Casuarina Coast Asmat;Bahasa Kasuarina;casu1237;0;asc;0;0;0;I;L;Unknow
Assamese;অসমীয়া;assa1263;0;asm;asm;asm;as;I;L;15000000
Ipulo;Assumbo;0;0;ass;0;0;0;I;L;Unknow
Asturian;asturianu;astu1246;ast;ast;ast;ast;0;I;L;600000
Muratayak; Yagomi;mura1271;0;asx;0;0;0;I;L;Unknow
Zaiwa;Tsaiwa / Tsaiva;zaiw1241;0;atb;0;0;0;I;L;100000
Atikamekw;atikamekw nehiromowin;atik1240;0;atj;0;0;0;I;L;<10K
Aralle-Tabulahan;Ahalle;aral1243;0;atq;0;0;0;I;L;10K-100K
Reel;Reel;reel1238;0;atu;0;0;0;I;L;Unknow
Northern Altai;тÿндÿк алтай тили / tündük altay tili;nort2686;0;atv;0;0;0;I;L;10K-100K
Arutani;Uruak / Awake;arut1244;0;atx;0;0;0;I;L;Unknow
Waorani;Wao Terero;waor1240;0;auc;0;0;0;I;L;<10K
Aguna;Agunaco;agun1238;0;aug;0;0;0;I;L;Unknow
Aushi;Ikyaushi;aush1241;0;auh;0;0;0;I;L;10K-100K
Heyo;Arinua;heyo1240;0;auk;0;0;0;I;L;Unknow
Makayam;Aturu;maka1315;0;aup;0;0;0;I;L;Unknow
Anus;Korur;anus1237;0;auq;0;0;0;I;L;Unknow
Aurá;Aurê;0;0;aux;0;0;0;I;E;Unknow
Awiyaana;Auyana;awiy1238;0;auy;0;0;0;I;L;10K-100K
Avatime;Sì-yà;avat1244;0;avn;0;0;0;I;L;10K-100K
Avá-Canoeiro;Ãwa;avac1239;0;avv;0;0;0;I;L;Unknow
Awadhi;अवधी/औधी;awad1243;0;awa;awa;awa;0;I;L;4000000
Mato Grosso Arára;Yugapkatã;mato1253;0;axg;0;0;0;I;E;Unknow
Ginyanga; Ginyanga;giny1241;0;ayg;0;0;0;I;L;Unknow
Aymara;Aymar aru;0;0;aym;aym;aym;ay;M;L;3000000
Azerbaijani;Azərbaycan dili / آذربایجان دیلی / Азәрбајҹан дили;0;0;aze;aze;aze;az;M;L;24000000
Bashkir;башҡорт теле (башҡортса) / bashqort tele (bashqortsa) or başqort tele (başqortsa);bash1264;0;bak;bak;bak;ba;I;L;1000000
Bambara;Bámánánkán / بامانانكان / ߓߡߊߣߊ߲ߞߊ߲;bamb1269;0;bam;bam;bam;bm;I;L;14000000
Balinese;Bhāṣa Bali / Basa Bali;bali1278;0;ban;ban;ban;0;I;L;3000000
Bantawa;बान्तावा;bant1281;0;bap;0;0;0;I;L;200000
Vengo;gháŋ vəŋóo;veng1238;0;bav;0;0;0;I;L;10K-100K
Barama;Barama;bara1362;0;bbg;0;0;0;I;L;Unknow
Babanki;Kejom / Finge;baba1266;0;bbk;0;0;0;I;L;Unknow
Bats;Batsbä Moț / ბაცბაჼმოტ;bats1242;0;bbl;0;0;0;I;L;Unknow
Uneapa;Uniapa;unea1237;0;bbn;0;0;0;I;L;Unknow
Bamali;Chopechop;bama1251;0;bbq;0;0;0;I;L;Unknow
Girawa;Bagasin;gira1247;0;bbr;0;0;0;I;L;<10K
Baba;Supapyak’;baba1264;0;bbw;0;0;0;I;L;Unknow
Bannoni;Tsunari;bann1247;0;bcm;0;0;0;I;L;<10K
Kaluli;Bosavi;kalu1248;0;bco;0;0;0;I;L;<10K
Bench;Bencnon;benc1235;0;bcq;0;0;0;I;L;300000
Budukh;Будад мез budad mez;budu1248;0;bdk;0;0;0;I;L;Unknow
Baldemu;Baldare;bald1241;0;bdn;0;0;0;I;L;Unknow
Bahnar; Bana;bahn1262;0;bdq;0;0;0;I;L;200000
Bokoto;Ɓòkòtò;boko1261;0;bdt;0;0;0;I;L;100000
Oroko;Balondo;orok1266;0;bdu;0;0;0;I;L;100000
Bodo Parja;ବଡ଼ ପରଜା;bodo1266;0;bdv;0;0;0;I;L;Unknow
Baham;Patimuni;baha1258;0;bdw;0;0;0;I;L;Unknow
Budong-Budong; Tongkou;budo1241;0;bdx;0;0;0;I;L;Unknow
Iceve-Maci;Iceve;icev1238;0;bec;0;0;0;I;L;Unknow
Beja;Bidhaawyeet / bej-Latn;beja1238;0;bej;bej;bej;0;I;L;1000000
Belarusian;беларуская мова;bela1254;0;bel;bel;bel;be;I;L;5000000
Bengali;বাংলা;beng1280;0;ben;ben;ben;bn;I;L;240000000
Blagar;Tereweng;blag1240;0;beu;0;0;0;I;L;10K-100K
Betawi;basè Betawi / basa Betawi;beta1252;0;bew;0;0;0;I;L;5000000
Bari;Karo / Kutuk;bari1284;0;bfa;0;0;0;I;L;700000
Pauri Bareli;Bareli;paur1238;0;bfb;0;0;0;I;L;600000
Betaf;Tena;beta1253;0;bfe;0;0;0;I;L;Unknow
Bofi;Ɓòfì;bofi1238;0;bff;0;0;0;I;L;Unknow
Blafe;Tonda;0;0;bfh;0;0;0;I;L;Unknow
Mmen;Bafmeng;mmen1238;0;bfm;0;0;0;I;L;Unknow
Badaga;படக / ಬಡಗ / ബഡഗ;bada1257;0;bfq;0;0;0;I;L;100000
Balti;بلتی;balt1258;0;bft;0;0;0;I;L;300000
Bantayanon;Binantayanon;bant1293;0;bfx;0;0;0;I;L;Unknow
Bagheli;बघेली;bagh1251;0;bfy;0;0;0;I;L;8000000
Gwamhi-Wuri;Lyase-Ne;gwam1244;0;bga;0;0;0;I;L;Unknow
Haryanvi;हरियाणवी bgc;hary1238;0;bgc;0;0;0;I;L;13000000
Rathwi Bareli;રાઠવી ;rath1242;0;bgd;0;0;0;I;L;10K-100K
Bagri;बागड़ी / باگری ;bagr1243;0;bgq;0;0;0;I;L;2000000
Bhatri;भतरी;bhat1265;0;bgw;0;0;0;I;L;300000
Bhili;Deva;bhil1251;0;bhb;0;0;0;I;L;3000000
Bhojpuri;भोजपुरी;bhoj1244;0;bho;bho;bho;0;I;L;51000000
Bima;Nggahi Mbojo;bima1247;0;bhp;0;0;0;I;L;500000
Buwal;Gadala;buwa1243;0;bhs;0;0;0;I;L;10K-100K
Biak;wós Vyak / wós Kovedi;biak1248;0;bhw;0;0;0;I;L;10K-100K
Bhele;Piri;bhel1238;0;bhy;0;0;0;I;L;10K-100K
Bissa;Bɩsa;biss1248;0;bib;0;0;0;I;L;600000
Bile;Kun-Ɓíilé;bile1244;0;bil;0;0;0;I;L;Unknow
Nai;Biaka;naii1241;0;bio;0;0;0;I;L;<10K
Bila;Kango / Sua;bila1255;0;bip;0;0;0;I;L;Unknow
Berinomo;Berinomo;beri1253;0;bit;0;0;0;I;L;Unknow
Southern Birifor;Birfoɔr;sout2790;0;biv;0;0;0;I;L;200000
Budza;Buja;budz1238;0;bja;0;0;0;I;L;200000
Burji;ቡረጊ‎;burj1242;0;bji;0;0;0;I;L;10K-100K
Binumarien;Afaqinna ufa;binu1245;0;bjr;0;0;0;I;L;<10K
Baruga;Bareji;baru1269;0;bjz;0;0;0;I;L;<10K
Beeke;Ibeeke;beek1238;0;bkf;0;0;0;I;L;Unknow
Pande;Pande-Gongo;pand1264;0;bkj;0;0;0;I;L;Unknow
Buhid;Buhd;buhi1245;0;bku;0;0;0;I;L;<10K
Bekwarra;Ebekwara;bekw1241;0;bkv;0;0;0;I;L;10K-100K
Bokyi;Boki;boky1238;0;bky;0;0;0;I;L;100000
Bolango;Bulanga-Uki / Diu;bola1252;0;bld;0;0;0;I;L;Unknow
Buol;Apadu Vuolo;buol1237;0;blf;0;0;0;I;L;Unknow
Biloxi;Tanêksąyaa ade;bilo1248;0;bll;0;0;0;I;E;Unknow
Southern Catanduanes Bikol;Virac;0;0;bln;0;0;0;I;L;100000
Baluan-Pam;Paluai;0;0;blq;0;0;0;I;L;Unknow
Blang;Lana;blan1242;0;blr;0;0;0;I;L;10K-100K
Tai Dam;Tavt;taid1247;0;blt;0;0;0;I;L;800000
Notre;Boulba;notr1240;0;bly;0;0;0;I;L;Unknow
Balantak;Wurung Balantak;bala1315;0;blz;0;0;0;I;L;10K-100K
Lame;Tu-Gura;lame1257;0;bma;0;0;0;I;L;Unknow
Kein;Bemal;kein1239;0;bmh;0;0;0;I;L;<10K
Bagirmi;ɓarma;bagi1246;0;bmi;0;0;0;I;L;Unknow
Bomu;Bomu;bomu1247;0;bmq;0;0;0;I;L;300000
Muinane;Muìnánɨ;muin1242;0;bmr;0;0;0;I;L;<10K
Bookan;Baukan Murut;book1241;0;bnb;0;0;0;I;L;Unknow
Masiwang;Bonfia;masi1266;0;bnf;0;0;0;I;L;Unknow
Benga;bɛŋga;beng1282;0;bng;0;0;0;I;L;<10K
Bangi;Bobangi;0;0;bni;0;0;0;I;L;100000
Bunun;Bunun;bunu1267;0;bnn;0;0;0;I;L;10K-100K
Bintulu;Vaie;bint1246;0;bny;0;0;0;I;L;Unknow
Bora;Meamuyna;bora1263;0;boa;0;0;0;I;L;<10K
Boma;Kiboma;0;0;boh;0;0;0;I;L;Unknow
Anjam;Bom;anja1238;0;boj;0;0;0;I;L;<10K
Bole;bòo pìkkà;nucl1695;0;bol;0;0;0;I;L;10K-100K
Berom;Cèn Bèrom;bero1242;0;bom;0;0;0;I;L;1000000
Bosnian;bosanski / босански;0;0;bos;bos;bos;bs;I;L;9000000
Buamu;Buamu;buam1238;0;box;0;0;0;I;L;200000
Bauni;Barupu;wara1302;0;bpe;0;0;0;I;L;Unknow
Botlikh;Буйхалъи мицIцIи/Bujxałi mic’c’i;botl1242;0;bph;0;0;0;I;L;Unknow
Orowe;ʼÔrôê;orow1242;0;bpk;0;0;0;I;L;Unknow
Dzao Min;Ba Pai;dzao1238;0;bpn;0;0;0;I;L;Unknow
Barrow Point;Eibole;barr1247;0;bpt;0;0;0;I;E;Unknow
Palya Bareli;Bareli;paly1238;0;bpx;0;0;0;I;L;Unknow
Bilba;Eastern Rote;bilb1242;0;bpz;0;0;0;I;L;Unknow
Baima;白马语;baim1244;0;bqh;0;0;0;I;L;Unknow
Bandial;Banjaal;band1340;0;bqj;0;0;0;I;L;10K-100K
Biritai;Aliki;biri1259;0;bqq;0;0;0;I;L;Unknow
Bamukumbit;Mankong;bamu1254;0;bqt;0;0;0;I;L;10K-100K
Koro Wachi;Tinɔr;0;0;bqv;0;0;0;I;L;100000
Baangi;Cibaangi;baan1242;0;bqx;0;0;0;I;L;Unknow
Breton;Brezhoneg;bret1244;0;bre;bre;bre;br;I;L;200000
Bira;Kibira;0;0;brf;0;0;0;I;L;100000
Brahui;براہوئی;brah1256;0;brh;0;0;0;I;L;3000000
Brokkat;བྲོཀ་ཁ / Brok-kha;0;0;bro;0;0;0;I;L;Unknow
Abinomn;Baso;abin1243;0;bsa;0;0;0;I;L;Unknow
Bassari;oniyan;0;0;bsc;0;0;0;I;L;10K-100K
Wushi;Babessi;wush1238;0;bse;0;0;0;I;L;Unknow
Bashkardi;Molki Gāl;bash1263;0;bsg;0;0;0;I;L;Unknow
Bangwinji;Bangwinji;bang1348;0;bsj;0;0;0;I;L;<10K
Basa-Gumna;Basa-Kaduna;basa1280;0;bsl;0;0;0;I;E;Unknow
Barasana-Eduria;Jãnerã - Eduria Oca ;bara1380;0;bsn;0;0;0;I;L;<10K
Bassa;Bass;nucl1418;0;bsq;0;0;0;I;L;400000
Yangkam;Yàŋkàm;yang1290;0;bsx;0;0;0;I;L;Unknow
Bata;Gbwata;bata1314;0;bta;0;0;0;I;L;300000
Gamo-Ningi;tì-Gamo;gamo1241;0;bte;0;0;0;I;E;Unknow
Ratagnon;Latagnon / Datagnon;rata1245;0;btn;0;0;0;I;L;Unknow
Rinconada Bikol;Rinconada;0;0;bto;0;0;0;I;L;200000
Batak Simalungun;Sahap Simalungun;bata1288;0;bts;0;0;0;I;L;1000000
Bete-Bendi;Bendi;bete1262;0;btt;0;0;0;I;L;10K-100K
Batu;Afi;batu1255;0;btu;0;0;0;I;L;Unknow
Bateri;بٹیری / बटेरी / Baṭerī / Bhaṭʹe-sa zʹib;bate1261;0;btv;0;0;0;I;L;10K-100K
Batak Karo;Cakap Karo;bata1293;0;btx;0;0;0;I;L;500000
Bushi;Arab;0;0;buc;0;0;0;I;L;10K-100K
Ntcham;Basari;ntch1242;0;bud;0;0;0;I;L;300000
Beothuk;Beothukan;beot1247;0;bue;0;0;0;I;E;Unknow
Buginese;Bugi;bugi1244;0;bug;bug;bug;0;I;L;5000000
Bulgarian;български език;bulg1262;0;bul;bul;bul;bg;I;L;7000000
Terei;Buin;tere1278;0;buo;0;0;0;I;L;10K-100K
Budu;Ɨbʉdhʉ;budu1250;0;buu;0;0;0;I;L;200000
Baeggu;Mbaenggu;baeg1237;0;bvd;0;0;0;I;L;<10K
Belanda Viri;Bviri;bela1255;0;bvi;0;0;0;I;L;Unknow
Baan;Ogoi;baan1241;0;bvj;0;0;0;I;L;Unknow
Bolgo;Bólɡònî;bolg1251;0;bvo;0;0;0;I;L;Unknow
Bwe Karen;Bghai;bwek1238;0;bwe;0;0;0;I;L;Unknow
Bafaw-Balong;Balong;bafa1247;0;bwt;0;0;0;I;L;Unknow
Bwa;Yewu;bwaa1238;0;bww;0;0;0;I;L;200000
Cwi Bwamu;Bwamu Twĩ;cwib1235;0;bwy;0;0;0;I;L;Unknow
Bebil;Gbïgbïl;bebi1242;0;bxp;0;0;0;I;L;Unknow
Bhujel;Bujhyal;0;0;byh;0;0;0;I;L;Unknow
Burak;Ɓúúrák;bura1271;0;bys;0;0;0;I;L;<10K
Medumba;Mə̀dʉ̂mbɑ̀;medu1238;0;byv;0;0;0;I;L;200000
Qaqet;Baining;qaqe1238;0;byx;0;0;0;I;L;<10K
Andio;Masama;andi1257;0;bzb;0;0;0;I;L;Unknow
Bribri;Talamanca;brib1243;0;bzd;0;0;0;I;L;10K-100K
Mapos Buang;Central Buang;mapo1242;0;bzh;0;0;0;I;L;10K-100K
Chuj;Koti;chuj1250;0;cac;0;0;0;I;L;10K-100K
Caddo;Hasí꞉nay;cadd1256;0;cad;cad;cad;0;I;L;<10K
Nivaclé;Niwaklé;niva1238;0;cag;0;0;0;I;L;10K-100K
Kaqchikel;Kaqchikel Chʼabʼäl;kaqc1270;0;cak;0;0;0;I;L;400000
Carolinian;Refaluwasch;caro1242;0;cal;0;0;0;I;L;Unknow
Chipaya;Chipay taqu;chip1262;0;cap;0;0;0;I;L;<10K
Catalan;català;stan1289;0;cat;cat;cat;ca;I;L;4000000
Chiquitano;Besïro;chiq1253;0;cax;0;0;0;I;L;<10K
Cayuga;Gayogo̱hó꞉nǫˀ;cayu1261;0;cay;0;0;0;I;L;<10K
Carapana;Mõxtã;cara1272;0;cbc;0;0;0;I;L;<10K
Carijona;Tsahá;cari1279;0;cbd;0;0;0;I;L;Unknow
Chimila;Ette taara;chim1309;0;cbg;0;0;0;I;L;Unknow
Chayahuita;Shawi;0;0;cbt;0;0;0;I;L;<10K
Candoshi-Shapra;Shapra;cand1248;0;cbu;0;0;0;I;L;<10K
Carabayo;Amazonas Macusa;cara1245;0;cby;0;0;0;I;L;Unknow
Chamicuro;Chamekolo;cham1318;0;ccc;0;0;0;I;L;<10K
Chopi;Chichopi;chop1243;0;cce;0;0;0;I;L;800000
Atsam;Cawai;atsa1241;0;cch;0;0;0;I;L;10K-100K
Chakma;Changmha / Daingnet;chak1266;0;ccp;0;0;0;I;L;300000
Choni;tço.ne;chon1285;0;cda;0;0;0;I;L;Unknow
Chenchu; చెంచు;chen1255;0;cde;0;0;0;I;L;Unknow
Chiru;Rem;chir1283;0;cdf;0;0;0;I;L;<10K
Chodri;Chowdhary;chod1238;0;cdi;0;0;0;I;L;200000
Chepang;च्योःबाङ्;chep1245;0;cdm;0;0;0;I;L;Unknow
Lower Chehalis;Łəw̓ál̕məš;lowe1427;0;cea;0;0;0;I;E;Unknow
Cebuano;Bisaya / Binisaya / Sinugbuanong Binisaya / Sebwano/Sinebwano;cebu1242;0;ceb;ceb;ceb;0;I;L;22000000
Chamacoco;Ishír;cham1315;0;ceg;0;0;0;I;L;<10K
Czech;čeština;czec1258;0;ces;cze;ces;cs;I;L;10000000
Cara;Teriya;cara1270;0;cfd;0;0;0;I;L;Unknow
Chamorro;Finuʼ Chamoru;cham1312;0;cha;cha;cha;ch;I;L;10K-100K
Chibcha;Muysc cubun;chib1270;0;chb;chb;chb;0;I;E;Unknow
Catawba;Katapa;cata1286;0;chc;0;0;0;I;E;Unknow
Chechen;Нохчийн мотт / Noxçiyn mott;chec1245;0;che;che;che;ce;I;L;1000000
Chagatai;چغتای / Čaġatāy;chag1247;0;chg;chg;chg;0;I;E;Unknow
Chuukese;Chuuk;chuu1238;0;chk;chk;chk;0;I;L;10K-100K
Cahuilla;Ivilyuat;cahu1264;0;chl;0;0;0;I;L;Unknow
Choctaw;Chahta anumpa;choc1276;0;cho;cho;cho;0;I;L;10K-100K
Chipewyan;ᑌᓀ ᓱᒼᕄᓀ ᔭᕠᐁ / Dënesųłinë́ yatié;chip1261;0;chp;chp;chp;0;I;L;10K-100K
Cherokee;ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ;cher1273;0;chr;chr;chr;0;I;L;10K-100K
Cholón; Seeptsá;chol1284;0;cht;0;0;0;I;E;Unknow
Chuvash;Чӑвашла;chuv1255;0;chv;chv;chv;cv;I;L;1000000
Chuwabu;Cuabo;chuw1238;0;chw;0;0;0;I;L;1000000
Cheyenne;Tsėhesenėstsestotse;chey1247;0;chy;chy;chy;0;I;L;<10K
Cia-Cia;Bahasa Ciacia / 바하사 찌아찌아 / بهاس چيا-چيا;ciac1237;0;cia;0;0;0;I;L;Unknow
Chickasaw;Chikashshanompaꞌ;chic1270;0;cic;0;0;0;I;L;<10K
Chinali;Chinalbhashe;chin1475;0;cih;0;0;0;I;L;Unknow
Chitkuli Kinnauri;Kanawaringskad;0;0;cik;0;0;0;I;L;Unknow
Cimbrian;zimbar / cim;cimb1238;0;cim;0;0;0;I;L;<10K
Upper Chehalis;Q̉ʷay̓áyiłq̉;uppe1439;0;cjh;0;0;0;I;E;Unknow
Chamalal;чамалалдуб мичӏчӏ (çamalaldub miçʿçʿ);cham1309;0;cji;0;0;0;I;L;Unknow
Chokwe;Ucôkwe (Wuchokwe);chok1245;0;cjk;0;0;0;I;L;1000000
Shor;шор тили / shor tili / тадар тили / tadar tili;shor1247;0;cjs;0;0;0;I;L;<10K
Cibak;Kyibaku;ciba1236;0;ckl;0;0;0;I;L;200000
Koasati;Kowassá꞉ti;koas1236;0;cku;0;0;0;I;L;Unknow
Kavalan;kbaran / kebalan;kava1241;0;ckv;0;0;0;I;L;<10K
Chulym;Ось тили / тадар тили;0;0;clw;0;0;0;I;L;<10K
Cerma;Kirma;cerm1238;0;cme;0;0;0;I;L;10K-100K
Changthang;Byangskat / چانگتھانگ ;chan1309;0;cna;0;0;0;I;L;Unknow
Northern Qiang;Rrmearr;nort2722;0;cng;0;0;0;I;L;Unknow
Hakha Chin;Laiholh;0;0;cnh;0;0;0;I;L;100000
Asháninka;Campa;asha1243;0;cni;0;0;0;I;L;10K-100K
Chung; Cung;cung1238;0;cnq;0;0;0;I;L;Unknow
Montenegrin;cnr-Latn;0;0;cnr;cnr;cnr;0;I;L;Unknow
Chicomuceltec;Chikomuselteko;chic1271;0;cob;0;0;0;I;E;Unknow
Koreguaje;Koreuaju;kore1283;0;coe;0;0;0;I;L;<10K
Chong;ภาษาชอง;0;0;cog;0;0;0;I;L;Unknow
Comanche;Nʉmʉ Tekwapʉ̲;coma1245;0;com;0;0;0;I;L;<10K
Cofán;A{{hamzaingae;cofa1242;0;con;0;0;0;I;L;<10K
Comox;ʔayajuθəm / coo;como1259;0;coo;0;0;0;I;L;<10K
Coptic;ϯⲙⲉⲧⲣⲉⲙⲛ̀ⲭⲏⲙⲓ;copt1239;0;cop;cop;cop;0;I;E;Unknow
Cornish;Kernewek / kw;corn1251;0;cor;cor;cor;kw;I;L;<10K
Corsican;corsu;cors1241;0;cos;cos;cos;co;I;L;10K-100K
Caquinte;Poyenisati;caqu1242;0;cot;0;0;0;I;L;<10K
Wamey;Konyagi;wame1240;0;cou;0;0;0;I;L;Unknow
Nanti;Nanti;nant1250;0;cox;0;0;0;I;L;<10K
Capiznon;Binisaya / Binisaya nga Capiznon / Bisaya;capi1239;0;cps;0;0;0;I;L;700000
Lonwolwol;Craig Cove;lonw1238;0;crc;0;0;0;I;L;Unknow
