English_Name;Native_Name;Glottocode;near_ISO6393;639-3;639-2_B;639-2_T;639-1;Scope;Language_Type;#L1_Speakers
Mutsun;0;muts1243;0;0;0;0;0;0;0;Unknow
Rumsen;0;rums1243;0;0;0;0;0;0;0;Unknow
Eastern Miwokan;0;east2546;0;0;0;0;0;0;0;Unknow
Western Miwokan;0;west2633;0;0;0;0;0;0;0;Unknow
Plains Miwok;0;plai1259;0;pmw;0;0;0;I;L;Unknow
Sierra Miwokan;0;sier1249;0;0;0;0;0;0;0;Unknow
Central Sierra Miwok;0;cent2140;0;csm;0;0;0;I;L;<10K
Northern Sierra Miwok;0;nort2968;0;nsq;0;0;0;I;L;Unknow
Southern Sierra Miwok;0;sout2985;0;skd;0;0;0;I;L;Unknow
Eastern Central Sierra Miwok;0;east2547;csm;0;0;0;0;0;0;Unknow
Western Central Sierra Miwok;0;west2634;csm;0;0;0;0;0;0;Unknow
Coast Miwok;0;coas1301;0;csi;0;0;0;I;E;Unknow
Lake Miwok;0;lake1258;0;lmw;0;0;0;I;L;Unknow
Bodega;0;bode1246;csi;0;0;0;0;0;0;Unknow
Huimen;0;huim1238;csi;0;0;0;0;0;0;Unknow
Marin Miwok;0;mari1441;csi;0;0;0;0;0;0;Unknow
Mixe;0;mixe1286;0;0;0;0;0;0;0;Unknow
Zoque;0;zoqu1261;0;0;0;0;0;0;0;Unknow
Oaxaca Mixe;0;oaxa1241;0;0;0;0;0;0;0;Unknow
Oluta Popoluca;0;olut1240;0;plo;0;0;0;I;L;Unknow
Sayula Popoluca;0;sayu1241;0;pos;0;0;0;I;L;Unknow
Tapachultec;0;tapa1260;0;0;0;0;0;0;0;Unknow
Lowland-Midland-South Highland Mixe;0;lowl1268;0;0;0;0;0;0;0;Unknow
Totontepec Mixe;0;toto1305;0;mto;0;0;0;I;L;<10K
Ulterior-Mixe;0;ulte1235;0;0;0;0;0;0;0;Unknow
Lowland-Midland Mixe;0;lowl1269;0;0;0;0;0;0;0;Unknow
Tlahuitoltepec Mixe;0;tlah1239;0;mxp;0;0;0;I;L;10K-100K
Lowland Mixe;0;lowl1263;0;0;0;0;0;0;0;Unknow
Midland Mixe;0;midl1241;0;0;0;0;0;0;0;Unknow
Coatlán Mixe;0;coat1238;0;mco;0;0;0;I;L;10K-100K
Isthmus Mixe;0;isth1238;0;mir;0;0;0;I;L;10K-100K
Mazatlán Mixe;0;maza1292;0;mzl;0;0;0;I;L;10K-100K
Camotlín Mixe;0;camo1252;mco;0;0;0;0;0;0;Unknow
Coatlín Mixe;0;coat1239;mco;0;0;0;0;0;0;Unknow
Juquila Mixe;0;juqu1238;0;mxq;0;0;0;I;L;10K-100K
North Central Mixe;0;nort2939;0;neq;0;0;0;I;L;Unknow
Nuclear Juquila Mixe;0;nucl1646;mxq;0;0;0;0;0;0;Unknow
Ocotepec Mixe;0;ocot1241;mxq;0;0;0;0;0;0;Unknow
Atitlín Mixe;0;atit1238;neq;0;0;0;0;0;0;Unknow
Cotzocón Mixe;0;cotz1238;neq;0;0;0;0;0;0;Unknow
Mixe de San Juan Cotzocón;0;mixe1283;neq;0;0;0;0;0;0;Unknow
Mixistlan;0;mixi1242;neq;0;0;0;0;0;0;Unknow
Olotepec;0;olot1240;neq;0;0;0;0;0;0;Unknow
Puxmetecín;0;puxm1238;neq;0;0;0;0;0;0;Unknow
Zacatepec;0;zaca1240;neq;0;0;0;0;0;0;Unknow
Chiapas Zoque;0;chia1261;0;0;0;0;0;0;0;Unknow
Chimalapa Zoque;0;chim1300;0;zoh;0;0;0;I;L;Unknow
Gulf Zoque;0;gulf1238;0;0;0;0;0;0;0;Unknow
Copainalá Zoque;0;copa1236;0;zoc;0;0;0;I;L;Unknow
Francisco León Zoque;0;fran1266;0;zos;0;0;0;I;L;10K-100K
Jitotolteco;0;jito1235;0;0;0;0;0;0;0;Unknow
Rayón Zoque;0;rayo1235;0;zor;0;0;0;I;L;Unknow
Ocotepec;0;ocot1242;zoc;0;0;0;0;0;0;Unknow
Ostuacín;0;ostu1241;zoc;0;0;0;0;0;0;Unknow
Chapultenango;0;chap1265;zos;0;0;0;0;0;0;Unknow
San Pedro Yaspac;0;sanp1256;zos;0;0;0;0;0;0;Unknow
Highland Popoluca;0;high1276;0;poi;0;0;0;I;L;10K-100K
Tabasco Zoque;0;taba1264;0;zoq;0;0;0;I;L;Unknow
Texistepec Popoluca;0;texi1237;0;poq;0;0;0;I;L;Unknow
German-Yiddish-Romani-Rotwelsch;0;germ1288;0;0;0;0;0;0;0;Unknow
Gurindji-Kriol;0;guri1251;0;0;0;0;0;0;0;Unknow
Miao-Dong;0;miao1234;0;0;0;0;0;0;0;Unknow
Persian-Indic;0;pers1247;0;0;0;0;0;0;0;Unknow
Spanish-Quechua;0;span1267;0;0;0;0;0;0;0;Unknow
Warlpiri-Kriol;0;warl1257;0;0;0;0;0;0;0;Unknow
Yeniche;0;yeni1236;0;yec;0;0;0;I;L;Unknow
Gurindji Kriol;0;guri1249;0;gjr;0;0;0;I;L;Unknow
Sanqiao;0;sanq1234;0;0;0;0;0;0;0;Unknow
Afghanistan Gorbat;0;afgh1240;0;0;0;0;0;0;0;Unknow
Caspian and eastern Persia Gypsy;0;casp1241;0;0;0;0;0;0;0;Unknow
Central-Southern Persian Gypsy;0;cent2304;0;0;0;0;0;0;0;Unknow
Magati;0;maga1271;0;0;0;0;0;0;0;Unknow
Media Lengua;0;medi1245;0;mue;0;0;0;I;L;Unknow
Light Warlpiri;0;ligh1234;0;0;0;0;0;0;0;Unknow
Koneraw;0;kone1241;0;kdw;0;0;0;I;L;Unknow
Mombum;0;nucl1452;0;mso;0;0;0;I;L;Unknow
Kitan;0;kita1247;0;zkt;0;0;0;I;H;Unknow
Mongolic;0;mong1329;0;0;0;0;0;0;0;Unknow
Dagur;0;daur1238;0;0;0;0;0;0;0;Unknow
Middle Mongol;0;midd1351;0;0;0;0;0;0;0;Unknow
Mogholi;0;mogh1245;0;mhj;0;0;0;I;L;Unknow
Eastern Mongolic;0;oira1260;0;0;0;0;0;0;0;Unknow
Southern Periphery Mongolic;0;sout2705;0;0;0;0;0;0;0;Unknow
Haila'er Dagur;0;hail1246;dta;0;0;0;0;0;0;Unknow
Ili Dagur;0;ilid1234;dta;0;0;0;0;0;0;Unknow
Middle Amur Dagur;0;midd1365;dta;0;0;0;0;0;0;Unknow
Nonni basin Dagur;0;nonn1234;dta;0;0;0;0;0;0;Unknow
Buteha;0;bute1242;dta;0;0;0;0;0;0;Unknow
Morin Daba Dagur;0;mori1279;dta;0;0;0;0;0;0;Unknow
Nenjiang Dagur;0;nenj1234;dta;0;0;0;0;0;0;Unknow
Tsitsikar;0;qiqi1238;dta;0;0;0;0;0;0;Unknow
Karez-I-Mulla;0;kare1336;mhj;0;0;0;0;0;0;Unknow
Kundur;0;kund1252;mhj;0;0;0;0;0;0;Unknow
Khalkha-Buriat;0;khal1273;0;0;0;0;0;0;0;Unknow
Khamnigan Mongol;0;kham1281;0;0;0;0;0;0;0;Unknow
Buriat;0;buri1258;0;bua;bua;bua;0;M;L;400000
Mongolian;0;mong1331;0;mon;mon;mon;mn;M;L;5000000
China Buriat;0;chin1476;0;bxu;0;0;0;I;L;Unknow
Mongolia Buriat;0;mong1330;0;bxm;0;0;0;I;L;Unknow
Russia Buriat;0;russ1264;0;bxr;0;0;0;I;L;Unknow
Bargu;0;barg1251;bxu;0;0;0;0;0;0;Unknow
Aga;0;agaa1241;bxm;0;0;0;0;0;0;Unknow
Khori;0;khor1270;bxm;0;0;0;0;0;0;Unknow
Alar;0;alar1239;bxr;0;0;0;0;0;0;Unknow
Barguzin;0;barg1250;bxr;0;0;0;0;0;0;Unknow
Bohaan;0;boha1238;bxr;0;0;0;0;0;0;Unknow
Bulagat;0;bula1254;bxr;0;0;0;0;0;0;Unknow
Ekhirit;0;ekhi1238;bxr;0;0;0;0;0;0;Unknow
Ninzne-Udinsk;0;ninz1245;bxr;0;0;0;0;0;0;Unknow
Oka;0;okaa1242;bxr;0;0;0;0;0;0;Unknow
Tunka;0;tunk1240;bxr;0;0;0;0;0;0;Unknow
Unga;0;unga1252;bxr;0;0;0;0;0;0;Unknow
Halh Mongolian;0;halh1238;0;khk;0;0;0;I;L;Unknow
Oirad-Kalmyk-Darkhat;0;kalm1243;0;0;0;0;0;0;0;Unknow
Peripheral Mongolian;0;peri1253;0;mvf;0;0;0;I;L;Unknow
Dariganga;0;dari1250;khk;0;0;0;0;0;0;Unknow
Halh;0;halh1239;khk;0;0;0;0;0;0;Unknow
Khotogoit;0;khot1253;khk;0;0;0;0;0;0;Unknow
Sartul;0;sart1248;khk;0;0;0;0;0;0;Unknow
Tsongol;0;tson1247;khk;0;0;0;0;0;0;Unknow
Alasha Oirad;0;alas1256;xal;0;0;0;0;0;0;Unknow
Darkhat;0;dark1243;0;0;0;0;0;0;0;Unknow
Deed Mongol;0;deed1234;xal;0;0;0;0;0;0;Unknow
Jungarian Oirat;0;jung1241;xal;0;0;0;0;0;0;Unknow
Kalmyk;0;kalm1244;xal;xal;xal;xal;0;I;L;400000
Altai Oirat;0;oira1262;xal;0;0;0;0;0;0;Unknow
Sart Qalmaq;0;sart1247;xal;0;0;0;0;0;0;Unknow
Buzawa;0;buza1239;xal;0;0;0;0;0;0;Unknow
Dörböt;0;dorb1242;xal;0;0;0;0;0;0;Unknow
Torgut;0;torg1245;xal;0;0;0;0;0;0;Unknow
Orenburgian Torguud;0;oren1239;xal;0;0;0;0;0;0;Unknow
Uralian Torguud;0;ural1276;xal;0;0;0;0;0;0;Unknow
Altai Torguud;0;alta1279;xal;0;0;0;0;0;0;Unknow
Altai Uriankhai;0;alta1280;xal;0;0;0;0;0;0;Unknow
Bayid;0;bayi1240;xal;0;0;0;0;0;0;Unknow
Dambi-Ööld;0;damb1251;xal;0;0;0;0;0;0;Unknow
Khoshuud;0;khos1234;xal;0;0;0;0;0;0;Unknow
Khoton;0;khot1255;xal;0;0;0;0;0;0;Unknow
Khowd Dörwöd;0;khow1243;xal;0;0;0;0;0;0;Unknow
Mingad;0;ming1257;xal;0;0;0;0;0;0;Unknow
Zakhchin;0;zakh1248;xal;0;0;0;0;0;0;Unknow
Chahar;0;chah1241;mvf;0;0;0;0;0;0;Unknow
Ejine;0;ejin1238;mvf;0;0;0;0;0;0;Unknow
Jirim;0;jiri1239;mvf;0;0;0;0;0;0;Unknow
Jostu;0;jost1238;mvf;0;0;0;0;0;0;Unknow
Jo-Uda;0;joud1238;mvf;0;0;0;0;0;0;Unknow
Ordos;0;ordo1245;mvf;0;0;0;0;0;0;Unknow
Shilingol;0;shil1261;mvf;0;0;0;0;0;0;Unknow
Tumut;0;tumu1241;mvf;0;0;0;0;0;0;Unknow
Ulanchab;0;ulan1238;mvf;0;0;0;0;0;0;Unknow
Mankovo Khamnigan Mongol;0;mank1257;0;0;0;0;0;0;0;Unknow
Urulga Khamnigan Mongol;0;urul1234;0;0;0;0;0;0;0;Unknow
East Yugur;0;east2337;0;yuy;0;0;0;I;L;Unknow
Shirongol;0;shir1260;0;0;0;0;0;0;0;Unknow
Baoanic;0;baoa1237;0;0;0;0;0;0;0;Unknow
Monguoric;0;tuuu1240;0;0;0;0;0;0;0;Unknow
Dongxiang;0;dong1285;0;sce;0;0;0;I;L;200000
Kangjia;0;kang1281;0;kxs;0;0;0;I;L;Unknow
Jishishan;0;jish1241;peh;0;0;0;0;0;0;Unknow
Tongren;0;tong1310;peh;0;0;0;0;0;0;Unknow
Sijiaji;0;siji1238;sce;0;0;0;0;0;0;Unknow
Suonanba;0;suon1238;sce;0;0;0;0;0;0;Unknow
Wangjiaji;0;wang1256;sce;0;0;0;0;0;0;Unknow
Mongghul;0;huzh1238;0;0;0;0;0;0;0;Unknow
Mangghuer;0;minh1238;0;0;0;0;0;0;0;Unknow
Monumbo;0;nucl1458;0;mxk;0;0;0;I;L;Unknow
Kanum;0;kanu1280;0;0;0;0;0;0;0;Unknow
Morehead-Maro;0;more1256;0;0;0;0;0;0;0;Unknow
Ngkrn-Ngkantr;0;ngkr1234;0;0;0;0;0;0;0;Unknow
Smärky Kanum;0;smar1235;0;kxq;0;0;0;I;L;Unknow
Ngkantr;0;ngka1236;0;0;0;0;0;0;0;Unknow
Sota Kanum;0;sota1242;0;krz;0;0;0;I;L;Unknow
Ngkontar Baedi;0;badi1247;0;0;0;0;0;0;0;Unknow
Ngkontar Ngkolmpu;0;ngka1235;0;0;0;0;0;0;0;Unknow
Ngkantia;0;ngka1237;kxq;0;0;0;0;0;0;Unknow
Ngkrnc;0;ngkr1236;kxq;0;0;0;0;0;0;Unknow
Ngkrnc of Tomerau and Rawa Biru;0;ngkr1237;kxq;0;0;0;0;0;0;Unknow
Barkali;0;bark1251;kxq;0;0;0;0;0;0;Unknow
Ngkrnc of Rawa Biru;0;ngkr1235;kxq;0;0;0;0;0;0;Unknow
Ngkrnc of Tomerau;0;ngkr1238;kxq;0;0;0;0;0;0;Unknow
Nambu;0;namb1292;0;0;0;0;0;0;0;Unknow
Tonda;0;tond1250;0;0;0;0;0;0;0;Unknow
Yei;0;yeii1239;0;jei;0;0;0;I;L;Unknow
Namat;0;nama1267;0;nkm;0;0;0;I;L;Unknow
Nama-Dre;0;nama1270;0;0;0;0;0;0;0;Unknow
Nambo;0;namb1293;0;ncm;0;0;0;I;L;Unknow
Namo-Len;0;namo1249;0;0;0;0;0;0;0;Unknow
Neme;0;neme1244;0;nex;0;0;0;I;L;Unknow
Nen;0;nenn1238;0;nqn;0;0;0;I;L;Unknow
Dre;0;dree1234;0;0;0;0;0;0;0;Unknow
Nama (Papua New Guinea);0;nama1266;0;nmx;0;0;0;I;L;Unknow
Namna;0;namn1239;ncm;0;0;0;0;0;0;Unknow
Nuclear Nambo;0;nucl1459;ncm;0;0;0;0;0;0;Unknow
Len;0;lenn1234;0;0;0;0;0;0;0;Unknow
Namo;0;namo1246;0;mxw;0;0;0;I;L;Unknow
Arammba;0;aram1253;0;stk;0;0;0;I;L;<10K
Mblafe-Ránmo;0;blaf1238;0;0;0;0;0;0;0;Unknow
Warta Thuntai;0;gunt1241;0;0;0;0;0;0;0;Unknow
Rema;0;rema1238;0;bow;0;0;0;I;E;Unknow
Eastern Tonda;0;wara1293;0;0;0;0;0;0;0;Unknow
Mblafe;0;mbla1238;bfh;0;0;0;0;0;0;Unknow
Ránmo;0;ranm1238;bfh;0;0;0;0;0;0;Unknow
Balamuk;0;bala1317;gnt;0;0;0;0;0;0;Unknow
Bensbach;0;bens1234;gnt;0;0;0;0;0;0;Unknow
Wando (Kan);0;kann1258;gnt;0;0;0;0;0;0;Unknow
Korombo 1;0;koro1319;gnt;0;0;0;0;0;0;Unknow
Korombo 2;0;koro1320;gnt;0;0;0;0;0;0;Unknow
Kánchá;0;kunj1246;0;0;0;0;0;0;0;Unknow
Anta-Komnzo-Wára-Wérè-Kémä;0;wara1294;0;0;0;0;0;0;0;Unknow
Anta;0;anta1254;tci;0;0;0;0;0;0;Unknow
Kémä;0;kama1361;tci;0;0;0;0;0;0;Unknow
Kómnjo;0;komn1238;tci;0;0;0;0;0;0;Unknow
Wára;0;wara1295;tci;tci;0;0;0;I;L;<10K
Wèré;0;were1243;tci;0;0;0;0;0;0;Unknow
Lower Yei;0;lowe1408;jei;0;0;0;0;0;0;Unknow
Upper Yei;0;uppe1421;jei;0;0;0;0;0;0;Unknow
Ajiw;0;ajiw1238;akc;0;0;0;0;0;0;Unknow
Sirir;0;siri1272;akc;0;0;0;0;0;0;Unknow
Alabaman-Koasati;0;alab1247;0;0;0;0;0;0;0;Unknow
Creek;0;cree1270;0;mus;mus;mus;0;I;L;<10K
Mikasuki;0;mika1239;0;mik;0;0;0;I;L;<10K
Western Muskogean;0;west2614;0;0;0;0;0;0;0;Unknow
Apalachee;0;apal1237;0;xap;0;0;0;I;E;Unknow
Nuclear Creek;0;nucl1645;mus;0;0;0;0;0;0;Unknow
Seminole;0;semi1265;mus;0;0;0;0;0;0;Unknow
Hitchiti;0;hitc1239;mik;0;0;0;0;0;0;Unknow
Nuclear Mikasuki;0;nucl1245;mik;0;0;0;0;0;0;Unknow
Eastern Naduhup;0;east2549;0;0;0;0;0;0;0;Unknow
Nadëb;0;nade1244;0;mbj;0;0;0;I;L;<10K
Dâw;0;daww1239;0;kwa;0;0;0;I;L;Unknow
Hup-Yuhup;0;hupy1235;0;0;0;0;0;0;0;Unknow
Hup;0;hupd1244;0;0;0;0;0;0;0;Unknow
Yuhup;0;yuhu1238;0;yab;0;0;0;I;L;Unknow
Western Hup;0;hupd1245;jup;0;0;0;0;0;0;Unknow
Central Hup;0;nehu1238;jup;0;0;0;0;0;0;Unknow
Eastern Hup;0;tuhu1238;jup;0;0;0;0;0;0;Unknow
Paraná Buá-Buá;0;para1323;mbj;0;0;0;0;0;0;Unknow
Rio Negro Nadëb;0;rion1246;mbj;0;0;0;0;0;0;Unknow
Roçado Nadëb;0;roca1234;mbj;0;0;0;0;0;0;Unknow
Daghestanian;0;dagh1238;0;0;0;0;0;0;0;Unknow
Nakh;0;nakh1246;0;0;0;0;0;0;0;Unknow
Avar-Andic-Tsezic;0;avar1255;0;0;0;0;0;0;0;Unknow
Dargwic;0;darg1242;0;0;0;0;0;0;0;Unknow
Khinalug;0;khin1240;0;0;0;0;0;0;0;Unknow
Lezgic;0;lezg1248;0;0;0;0;0;0;0;Unknow
Andic;0;andi1254;0;0;0;0;0;0;0;Unknow
Avar;0;avar1256;0;0;0;0;0;0;0;Unknow
Tsezic;0;tsez1239;0;0;0;0;0;0;0;Unknow
Bagvalal-Tindi;0;bagv1240;0;0;0;0;0;0;0;Unknow
Botlikh-Godoberi;0;botl1243;0;0;0;0;0;0;0;Unknow
Karata-Tukita;0;kara1474;0;0;0;0;0;0;0;Unknow
Northern Akhvakh;0;nort3330;akv;0;0;0;0;0;0;Unknow
Southern Akhvakh;0;sout3319;akv;0;0;0;0;0;0;Unknow
Cegob;0;cego1234;akv;0;0;0;0;0;0;Unknow
Ratlub;0;ratl1234;akv;0;0;0;0;0;0;Unknow
Tljanub;0;tlja1234;akv;0;0;0;0;0;0;Unknow
Gagatl;0;gaga1250;ani;0;0;0;0;0;0;Unknow
Kvanxidatl;0;kvan1238;ani;0;0;0;0;0;0;Unknow
Munin;0;muni1255;ani;0;0;0;0;0;0;Unknow
Rikvani;0;rikv1238;ani;0;0;0;0;0;0;Unknow
Zilo;0;zilo1238;ani;0;0;0;0;0;0;Unknow
Kvanada-Gimerso;0;kvan1243;kva;0;0;0;0;0;0;Unknow
Tlisi-Tlibisho;0;tlis1238;kva;0;0;0;0;0;0;Unknow
Tlondada-Xushtada;0;tlon1242;kva;0;0;0;0;0;0;Unknow
Angidin;0;angi1241;tin;0;0;0;0;0;0;Unknow
Tindin-Èchedin;0;tind1245;tin;0;0;0;0;0;0;Unknow
Godoberi;0;ghod1238;0;0;0;0;0;0;0;Unknow
Miarso;0;miar1237;bph;0;0;0;0;0;0;Unknow
Nuclear Botlikh;0;nucl1323;bph;0;0;0;0;0;0;Unknow
Gagatlin;0;gaga1254;gdo;0;0;0;0;0;0;Unknow
Kvanxidatlin;0;kvan1244;gdo;0;0;0;0;0;0;Unknow
Munib;0;muni1262;gdo;0;0;0;0;0;0;Unknow
Rikvanin;0;rikv1241;gdo;0;0;0;0;0;0;Unknow
Zibirkhalin;0;zibi1241;gdo;0;0;0;0;0;0;Unknow
Ziloj;0;zilo1241;gdo;0;0;0;0;0;0;Unknow
Gakvarian-Gadirian;0;gakv1239;cji;0;0;0;0;0;0;Unknow
Gigatl;0;giga1238;cji;0;0;0;0;0;0;Unknow
Gadyri;0;gady1241;cji;0;0;0;0;0;0;Unknow
Gakvari;0;gakv1238;cji;0;0;0;0;0;0;Unknow
Karata;0;kara1516;kpt;kpt;0;0;0;I;L;Unknow
Tokita;0;toki1238;kpt;0;0;0;0;0;0;Unknow
Anchix;0;anch1238;kpt;0;0;0;0;0;0;Unknow
Arsho;0;arsh1235;kpt;0;0;0;0;0;0;Unknow
Chabakoro;0;chab1242;kpt;0;0;0;0;0;0;Unknow
Karata village;0;kara1517;kpt;0;0;0;0;0;0;Unknow
Mashtada;0;mash1276;kpt;0;0;0;0;0;0;Unknow
Nizhnjeje Inkhelo;0;nizh1235;kpt;0;0;0;0;0;0;Unknow
Rachabalda;0;rach1240;kpt;0;0;0;0;0;0;Unknow
Ratsitl;0;rats1239;kpt;0;0;0;0;0;0;Unknow
Sjukh;0;sjuk1235;kpt;0;0;0;0;0;0;Unknow
Ancux;0;ancu1238;ava;0;0;0;0;0;0;Unknow
Andalal-Gxdatl;0;anda1281;ava;0;0;0;0;0;0;Unknow
Bacadin;0;baca1241;ava;0;0;0;0;0;0;Unknow
Batlux;0;batl1238;ava;0;0;0;0;0;0;Unknow
Hid;0;hidd1238;ava;0;0;0;0;0;0;Unknow
Karax;0;kara1473;ava;0;0;0;0;0;0;Unknow
Kaxib;0;kaxi1241;ava;0;0;0;0;0;0;Unknow
Keleb;0;kele1253;ava;0;0;0;0;0;0;Unknow
Xunzax;0;kunz1243;ava;0;0;0;0;0;0;Unknow
Salatav;0;sala1265;ava;0;0;0;0;0;0;Unknow
Shulanin;0;shul1242;ava;0;0;0;0;0;0;Unknow
Untib;0;unti1238;ava;0;0;0;0;0;0;Unknow
Zakataly;0;zaka1239;ava;0;0;0;0;0;0;Unknow
Zaqatala;0;zaqa1242;ava;0;0;0;0;0;0;Unknow
East Tsezic;0;east2368;0;0;0;0;0;0;0;Unknow
West Tsezic;0;west2429;0;0;0;0;0;0;0;Unknow
Khocharkhotin;0;khoc1238;kap;0;0;0;0;0;0;Unknow
Nuclear Bezhta;0;nucl1322;kap;0;0;0;0;0;0;Unknow
Tlyadaly;0;tlya1238;kap;0;0;0;0;0;0;Unknow
Tsez;0;dido1241;0;0;0;0;0;0;0;Unknow
Hinuq;0;hinu1240;0;0;0;0;0;0;0;Unknow
Khwarshi-Inkhoqwari;0;khva1239;0;0;0;0;0;0;0;Unknow
Nuclear Tsez;0;nucl1785;ddo;0;0;0;0;0;0;Unknow
Sagadin;0;saga1261;ddo;0;0;0;0;0;0;Unknow
Asakh;0;asak1234;ddo;0;0;0;0;0;0;Unknow
Elbok;0;elbo1234;ddo;0;0;0;0;0;0;Unknow
Kidero-Mokok;0;kide1234;ddo;0;0;0;0;0;0;Unknow
Shapikh;0;shap1241;ddo;0;0;0;0;0;0;Unknow
Shaytl;0;shay1234;ddo;0;0;0;0;0;0;Unknow
Kidero;0;kide1235;ddo;0;0;0;0;0;0;Unknow
Mokok;0;moko1257;ddo;0;0;0;0;0;0;Unknow
Inxokvari;0;inxo1238;khv;0;0;0;0;0;0;Unknow
Xvarshi;0;xvar1237;khv;0;0;0;0;0;0;Unknow
Chirag;0;chir1284;0;0;0;0;0;0;0;Unknow
North-Central Dargwa;0;darg1241;0;0;0;0;0;0;0;Unknow
South Dargwa;0;sout3260;0;0;0;0;0;0;0;Unknow
Megeb;0;mege1234;dar;0;0;0;0;0;0;Unknow
North Dargwa;0;nort3280;dar;0;0;0;0;0;0;Unknow
Cudaxar;0;cuda1238;dar;0;0;0;0;0;0;Unknow
Gapshin-Butrin;0;gaps1234;dar;0;0;0;0;0;0;Unknow
Kadarskij;0;kada1294;dar;0;0;0;0;0;0;Unknow
Muirin;0;muir1238;dar;0;0;0;0;0;0;Unknow
Nuclear North Dargwa;0;nucl1774;dar;0;0;0;0;0;0;Unknow
Dejbuk;0;dejb1238;dar;0;0;0;0;0;0;Unknow
Xarbuk;0;xarb1238;dar;0;0;0;0;0;0;Unknow
Aqusha-Uraxi;0;aqus1234;dar;0;0;0;0;0;0;Unknow
Mugin;0;mugi1235;dar;0;0;0;0;0;0;Unknow
Murego-Gubden;0;mure1236;dar;0;0;0;0;0;0;Unknow
Upper Mulebki;0;uppe1462;dar;0;0;0;0;0;0;Unknow
Akusha;0;akus1238;dar;0;0;0;0;0;0;Unknow
Uraxa;0;urax1238;dar;0;0;0;0;0;0;Unknow
Kajtak;0;kajt1238;0;0;0;0;0;0;0;Unknow
Southwestern Dargwa;0;sout3261;0;0;0;0;0;0;0;Unknow
Sanzhi-Icari;0;sanz1247;0;0;0;0;0;0;0;Unknow
Sirhwa-Tanty;0;sirh1234;0;0;0;0;0;0;0;Unknow
Amuzgu-Shiri;0;sirz1237;0;0;0;0;0;0;0;Unknow
Upper-Vurqri;0;uppe1463;0;0;0;0;0;0;0;Unknow
Icari;0;icar1234;0;0;0;0;0;0;0;Unknow
Sanzhi;0;sanz1248;0;0;0;0;0;0;0;Unknow
Amux;0;amux1234;0;0;0;0;0;0;0;Unknow
Khuduts;0;khud1234;0;0;0;0;0;0;0;Unknow
Qunqi;0;qunq1234;0;0;0;0;0;0;0;Unknow
Ashtikulin;0;asht1245;lbe;0;0;0;0;0;0;Unknow
Kumux;0;kumu1246;lbe;0;0;0;0;0;0;Unknow
Vicxin;0;vicx1238;lbe;0;0;0;0;0;0;Unknow
Vixlin;0;vixl1238;lbe;0;0;0;0;0;0;Unknow
Samur;0;nucl1321;0;0;0;0;0;0;0;Unknow
Eastern Samur;0;east2790;0;0;0;0;0;0;0;Unknow
Southern Samur;0;sout2753;0;0;0;0;0;0;0;Unknow
Western Samur;0;west2428;0;0;0;0;0;0;0;Unknow
Tabasaran-Aghul-Lezgi;0;east2367;0;0;0;0;0;0;0;Unknow
Udi-Aghwan;0;udia1235;0;0;0;0;0;0;0;Unknow
Aghul-Lezgi;0;aghu1259;0;0;0;0;0;0;0;Unknow
Tabasaran;0;taba1259;0;0;0;0;0;0;0;Unknow
Lezgian;0;lezg1247;0;0;0;0;0;0;0;Unknow
Agul;0;agul1244;agx;0;0;0;0;0;0;Unknow
Gekxun;0;gekx1238;agx;0;0;0;0;0;0;Unknow
Keren;0;kere1281;agx;0;0;0;0;0;0;Unknow
Koshan;0;kosh1245;agx;0;0;0;0;0;0;Unknow
Akhty;0;akht1238;lez;0;0;0;0;0;0;Unknow
Anykh;0;anyx1238;lez;0;0;0;0;0;0;Unknow
Garkin;0;gark1239;lez;0;0;0;0;0;0;Unknow
Gjunej;0;gjun1238;lez;0;0;0;0;0;0;Unknow
Kiuri;0;kiur1238;lez;0;0;0;0;0;0;Unknow
Kubachi (Lezgian);0;kuba1249;lez;0;0;0;0;0;0;Unknow
Quba (Lezgian);0;quba1246;lez;0;0;0;0;0;0;Unknow
Stal;0;stal1238;lez;0;0;0;0;0;0;Unknow
North Tabasaran;0;nort3393;tab;0;0;0;0;0;0;Unknow
South Tabasaran;0;sout2752;tab;0;0;0;0;0;0;Unknow
Aghwan;0;aghw1237;0;xag;0;0;0;I;A;Unknow
Nidzh;0;nidz1238;udi;0;0;0;0;0;0;Unknow
Oghuz (Udi);0;oghu1245;udi;0;0;0;0;0;0;Unknow
Oktomberi;0;okto1238;udi;0;0;0;0;0;0;Unknow
Kryz;0;kryt1240;0;0;0;0;0;0;0;Unknow
Budukhi;0;budu1249;bdk;0;0;0;0;0;0;Unknow
Yergyuch;0;yerg1242;bdk;0;0;0;0;0;0;Unknow
Alyk;0;alyk1238;kry;0;0;0;0;0;0;Unknow
Dzhek;0;dzhe1238;kry;0;0;0;0;0;0;Unknow
Xaput;0;xapu1238;kry;0;0;0;0;0;0;Unknow
Yergyudzh;0;yerg1243;kry;0;0;0;0;0;0;Unknow
Borch;0;borc1243;rut;0;0;0;0;0;0;Unknow
Ixreko-Muxrek;0;ixre1238;rut;0;0;0;0;0;0;Unknow
Shina (Nakh-Daghestan);0;shin1265;rut;0;0;0;0;0;0;Unknow
Kirmico-Lek;0;kirm1249;tkr;0;0;0;0;0;0;Unknow
Mikik;0;miki1243;tkr;0;0;0;0;0;0;Unknow
